,gene_name
6832,SNX21
6833,SCGB3A2
6834,MON1A
6835,DNAJC7
6836,AGTR2
6837,OR1A1
6838,TMEM88
6839,RP4-583P15.14
6840,SLC30A9
6841,CTD-2535L24.2
6842,FAHD2A
6843,CEP19
6844,PURA
6845,SCTR
6846,PSMB3
6847,LLfos-48D6.2
6848,EXOC1L
6849,KLHL24
6850,ZP3
6851,CHD1L
6852,E2F2
6853,PLEKHH1
6854,PFKFB3
6855,PDXK
6856,CHAMP1
6857,ATP6V0E1
6858,MKS1
6859,DOCK1
6860,PCBP4
6861,EMILIN3
6862,RPS3A
6863,NR1I3
6864,LAMB3
6865,EPHA4
6866,KIAA0825
6867,RTKN
6868,FOXG1
6869,JUNB
6870,ANXA13
6871,ZNF578
6872,COX7A1
6873,MRPS35
6874,ACCS
6875,IMPDH1
6876,SRSF2
6877,CDIP1
6878,IQCB1
6879,SLC12A6
6880,C2orf69
6881,CELA2B
6882,CFAP73
6883,PARP14
6884,SPATA13
6885,APC
6886,GALNT6
6887,CMTM1
6888,ADCY5
6889,ASB4
6890,TMEM213
6891,H2AJ
6892,CDC123
6893,CRYGD
6894,TAF5
6895,AP4M1
6896,MRPS11
6897,LAPTM5
6898,CLDN23
6899,STEAP1
6900,SLBP
6901,LY75-CD302
6902,IFI27
6903,RPUSD3
6904,SRGAP3
6905,TSPAN4
6906,TSPY1
6907,GNAS
6908,FGF8
6909,PPP1R13L
6910,LOXL1
6911,CSAD
6912,LRPAP1
6913,HBS1L
6914,ANXA8L1
6915,TLCD3A
6916,ARRDC3
6917,PTTG1IP
6918,HIF3A
6919,SUSD4
6920,ZNF365
6921,JPH2
6922,TMEM65
6923,SMIM10
6924,GCM2
6925,WDR24
6926,PLOD2
6927,ZNF485
6928,CHADL
6929,SLCO1C1
6930,PRSS12
6931,RAB5B
6932,CCDC77
6933,DHX8
6934,GPATCH1
6935,TMPRSS12
6936,USP43
6937,RNF121
6938,SLC43A2
6939,RP11-434N15.2
6940,TMEM132B
6941,GLUL
6942,MYH14
6943,TDRD9
6944,SCYGR5
6945,CD44
6946,OR56A5
6947,SNRNP70
6948,SNF8
6949,CHCHD7
6950,NFKBIE
6951,SCLY
6952,HSD17B2
6953,GMDS
6954,TMEM43
6955,RBM17
6956,UBAP1
6957,GINS1
6958,NBEAL1
6959,NUMB
6960,PHYHIPL
6961,WDCP
6962,CAP1
6963,STARD4
6964,NUCB2
6965,LIN54
6966,SDHAF4
6967,SETD6
6968,SGCE
6969,HOXA3
6970,PCSK6
6971,ENOPH1
6972,GGA3
6973,SESN3
6974,RP11-145E5.5
6975,SMIM33
6976,FAT3
6977,HPS4
6978,SGTB
6979,FBXL14
6980,CGB5
6981,VCY1B
6982,EQTN
6983,POTEJ
6984,HRH2
6985,CSTL1
6986,ARL4C
6987,OR2B2
6988,PCMT1
6989,GOLT1B
6990,TRIOBP
6991,CHMP7
6992,SLC6A11
6993,ZNF684
6994,ELK3
6995,PSMD5
6996,OR51B4
6997,GPR119
6998,SMURF2
6999,TNFRSF25
7000,TAF11L6
7001,ZRSR2
7002,ASL
7003,REP15
7004,HOXA1
7005,FAM8A1
7006,TRPM8
7007,CNTNAP2
7008,KRTAP9-8
7009,ADRA2A
7010,OR1L1
7011,RUFY4
7012,CSF2RA
7013,GDPD1
7014,NFASC
7015,DEFB4A
7016,SLC26A5
7017,IGSF9B
7018,OR5B21
7019,ZNF12
7020,GFRA1
7021,CARD11
7022,SLC6A16
7023,NPHP4
7024,UCN
7025,CT83
7026,PYGM
7027,TBXA2R
7028,TRAP1
7029,PLA2G4A
7030,MAP7
7031,ZP1
7032,FAM229A
7033,HOXC4
7034,COX7A2L
7035,SETBP1
7036,DCTN5
7037,SUOX
7038,AMPD2
7039,SNCG
7040,CLSPN
7041,NINL
7042,DCLK3
7043,ADGRG2
7044,EFNB3
7045,EIF4E3
7046,MYH15
7047,FAM24A
7048,OR13C3
7049,C21orf62
7050,HOOK2
7051,GJB7
7052,PSKH1
7053,PRKG2
7054,CALB1
7055,CTAGE9
7056,BCKDK
7057,TCIM
7058,NOP58
7059,RP11-357C3.5
7060,POLR2E
7061,SPOCK2
7062,CSF3
7063,GAD1
7064,RPS15A
7065,PIK3R3
7066,RP11-413H22.3
7067,C10orf53
7068,ULK3
7069,NOD2
7070,ZC3HC1
7071,BRDT
7072,ECHDC2
7073,GPRIN3
7074,TLE2
7075,ARNT2
7076,GOLPH3L
7077,PCNX2
7078,GAST
7079,KRT6B
7080,RHOBTB3
7081,TBC1D9
7082,COPS7A
7083,FAM90A19P
7084,C11orf1
7085,OR11H12
7086,PLEKHS1
7087,OS9
7088,GRK7
7089,ACAA2
7090,SFSWAP
7091,DENND1B
7092,MAGEC1
7093,ANKRD16
7094,FCAR
7095,GPR132
7096,FREM3
7097,RPUSD2
7098,HENMT1
7099,GSG1L2
7100,PDE3A
7101,BCL9
7102,RP11-1289C17.2
7103,CIAO2B
7104,HDAC1
7105,ARHGEF11
7106,ILKAP
7107,RASGRP4
7108,PRRG1
7109,USP51
7110,RNF41
7111,OSR2
7112,GSPT1
7113,PLXNB3
7114,VILL
7115,MYOT
7116,HOXB5
7117,FAM25C
7118,RTL4
7119,CLEC3B
7120,RAB3C
7121,DRD4
7122,VEPH1
7123,AARD
7124,HTR1D
7125,SAMD13
7126,RP11-559F19.4
7127,ZNF682
7128,MAB21L1
7129,SVOP
7130,DPPA4
7131,GSTZ1
7132,BPNT1
7133,ACBD7
7134,FLOT1
7135,SLC12A2
7136,CTD-3099C6.13
7137,FGF14
7138,HKDC1
7139,MRGPRG
7140,PLPP6
7141,KLHL1
7142,RBFOX3
7143,RAB11FIP1
7144,MT1F
7145,ACSL4
7146,PKD2L1
7147,VPS25
7148,CYP2C18
7149,C20orf173
7150,LILRB4
7151,CRYAA
7152,TTC34
7153,MUC13
7154,STMN3
7155,MPDZ
7156,HBG1
7157,DNAH6
7158,KPNA5
7159,ZNRF1
7160,MAP1B
7161,TAF7
7162,LNP1
7163,SPAAR
7164,FTO
7165,SBK2
7166,TMEM212
7167,PRELID2
7168,EVI5
7169,RHOG
7170,HOXA5
7171,DGKG
7172,PARVA
7173,MEMO1
7174,CDK11A
7175,COMTD1
7176,ANKRD30B
7177,DGKE
7178,GPATCH11
7179,HAVCR2
7180,TXN
7181,ZNF782
7182,ZNF143
7183,MAGEA2B
7184,RPS11
7185,HIPK3
7186,MYSM1
7187,CTC-435M10.3
7188,KRT2
7189,PMS1
7190,SMARCA5
7191,RP1-27O5.3
7192,RSBN1L
7193,TSN
7194,HEXB
7195,RP4-816K17.2
7196,LRRC75B
7197,SLC35B4
7198,EIF5A
7199,ZNF714
7200,FAM171B
7201,PDE6C
7202,PTGS2
7203,N4BP2
7204,DAPK1
7205,GORAB
7206,PTER
7207,ERVH48-1
7208,RSPO2
7209,GAS1
7210,BROX
7211,GBP4
7212,EIF3D
7213,TEX52
7214,PLEKHG4
7215,LATS2
7216,OR10X1
7217,CTBP1
7218,PROS1
7219,ACAT1
7220,ANKRD26
7221,KHK
7222,SH3PXD2A
7223,TAF13
7224,ZNF689
7225,NAV2
7226,C1RL
7227,RHEX
7228,NCAPH2
7229,SYT15
7230,ANO2
7231,SYF2
7232,CPE
7233,RP11-691N7.6
7234,LSR
7235,H3-3A
7236,FRG2C
7237,BRS3
7238,MAST3
7239,C18orf54
7240,MASP1
7241,ZC3H15
7242,ZNF214
7243,CORO6
7244,SNRPD3
7245,MINAR2
7246,TM9SF2
7247,EHHADH
7248,PAICS
7249,INPP4B
7250,TAF4B
7251,TSC1
7252,ZNF680
7253,MRNIP
7254,GPR108
7255,RABEPK
7256,NDUFA4L2
7257,DYRK2
7258,EIF5AL1
7259,TRIM49D2
7260,H3C4
7261,RWDD2A
7262,TDRD3
7263,DHRS7B
7264,OR4F4
7265,SPIN2A
7266,WDR17
7267,GALR1
7268,EPN1
7269,UBXN4
7270,C4orf48
7271,SH3RF3
7272,EPB41L5
7273,SETSIP
7274,DACT1
7275,CTD-2369P2.10
7276,EFCAB6
7277,RAB6A
7278,CSAG3
7279,FOXK1
7280,RRAGC
7281,DYNLRB2
7282,CTLA4
7283,AXIN1
7284,MAMDC2
7285,OR52A1
7286,ABCC11
7287,AHCTF1
7288,KCNE1B
7289,VTCN1
7290,ITGA5
7291,PLA2G2A
7292,LRRK1
7293,KRTAP26-1
7294,AC004067.6
7295,TGM3
7296,SLC26A4
7297,RP13-122B23.13
7298,BTAF1
7299,SLC35D3
7300,GPX6
7301,HS6ST2
7302,LRATD1
7303,GRN
7304,LTBR
7305,PBX4
7306,PMEPA1
7307,SRSF6
7308,CMTM5
7309,FHDC1
7310,PRRC2B
7311,ZBTB20
7312,GPR182
7313,TRIM44
7314,SLC35E2B
7315,WBP1L
7316,P4HA3
7317,ZC3H7B
7318,FAM47A
7319,SLURP1
7320,GNG4
7321,CLEC4F
7322,RP11-350E12.6
7323,CNOT10
7324,ESYT3
7325,ILK
7326,CALCOCO2
7327,TTC9
7328,CENPA
7329,ADGRF2
7330,KCNIP1
7331,GLRX2
7332,DTX2
7333,APOC2
7334,PLK1
7335,FCGR1A
7336,TEX29
7337,ENPP3
7338,RAB6C
7339,DIABLO
7340,CCDC117
7341,TMEM186
7342,UNC45B
7343,IL20RB
7344,GRHL1
7345,PIWIL3
7346,MAS1L
7347,TRIM61
7348,MMP10
7349,LTBP2
7350,MEGF9
7351,NAPA
7352,PLA2G2F
7353,CAST
7354,CDC42EP1
7355,MORN2
7356,DKK4
7357,GCN1
7358,ETFB
7359,MEI4
7360,ACSL5
7361,CXCL17
7362,COL3A1
7363,PDGFD
7364,ZNF394
7365,SDHB
7366,OR10G7
7367,PKD1L3
7368,SPANXA1
7369,OR7G2
7370,ST13
7371,STARD3
7372,ZNF480
7373,NCOA5
7374,RAB6D
7375,THAP3
7376,OR8D1
7377,EYA4
7378,GIPC2
7379,TREML2
7380,KISS1R
7381,ZFP3
7382,H1-7
7383,ARHGAP44
7384,GREB1
7385,DHX37
7386,F5
7387,RBBP8NL
7388,RP11-552F3.12
7389,MARCHF10
7390,TLE6
7391,FLNA
7392,PARS2
7393,APBA2
7394,BPY2B
7395,C3orf14
7396,MGAT4C
7397,CATSPER4
7398,ZCCHC17
7399,KB-218C10.1
7400,HTR3D
7401,RIOX2
7402,LRRTM4
7403,GLYCTK
7404,LILRB5
7405,SUPT6H
7406,SIKE1
7407,ANKMY1
7408,EVPLL
7409,PPP1R2C
7410,GADL1
7411,GGTLC2
7412,IRF2BP2
7413,VTA1
7414,ASCC1
7415,DDA1
7416,CHST10
7417,DDAH2
7418,SMCHD1
7419,LOXHD1
7420,TMC3
7421,RPL22L1
7422,ZNF80
7423,PMCH
7424,ZNF513
7425,IFT43
7426,RIF1
7427,SH3TC1
7428,CYP27A1
7429,ADAM18
7430,C1orf105
7431,TRIM22
7432,MEF2B
7433,KLK6
7434,PRKACA
7435,MUC7
7436,MAGED1
7437,ADAM32
7438,TMEM35A
7439,TERB1
7440,CTD-3214H19.16
7441,NEIL1
7442,RTTN
7443,SEMA7A
7444,ABHD17C
7445,TIMM10B
7446,APOL5
7447,DNAJB14
7448,GAL3ST2
7449,TMEM183A
7450,DEFB131A
7451,TGM6
7452,GRIK3
7453,ANP32A
7454,ACTR3C
7455,CEP120
7456,SDF4
7457,ATG4B
7458,CABP4
7459,HSPBP1
7460,PCDHB4
7461,BUD23
7462,KRTAP9-3
7463,FGF9
7464,SLFNL1
7465,SH3D21
7466,CEP350
7467,SPATA18
7468,GPATCH4
7469,CLYBL
7470,SFTPB
7471,RPL7L1
7472,CDY2A
7473,HDGFL2
7474,MRPL2
7475,KRTAP4-12
7476,MICA
7477,LINGO2
7478,TAF11L10
7479,RASAL3
7480,GNL1
7481,GAGE12J
7482,BICD2
7483,RP11-314N13.10
7484,RHOBTB2
7485,NFKBIL1
7486,SSU72P5
7487,DDX4
7488,ACVR1
7489,EGR3
7490,RHOC
7491,CFAP53
7492,TFAP2D
7493,ZCCHC18
7494,STARD7
7495,STK32B
7496,GZMH
7497,SUMO2
7498,IFT52
7499,SNX30
7500,GPCPD1
7501,TMOD2
7502,ARHGAP23
7503,C1QTNF5
7504,OR1G1
7505,ZNF443
7506,TBC1D19
7507,MYLK
7508,MTHFS
7509,GPRC5C
7510,CBX1
7511,RP5-1007M22.3
7512,TXNIP
7513,ACOX3
7514,DSTN
7515,EPS8L1
7516,RPL19
7517,TDO2
7518,FOXP4
7519,POLR2J
7520,IVNS1ABP
7521,SLC66A2
7522,PSKH2
7523,ICA1L
7524,GFY
7525,METTL18
7526,HCN3
7527,PSCA
7528,DACH1
7529,CHRDL2
7530,CEPT1
7531,RP11-2C24.9
7532,ZNF615
7533,MSX1
7534,AAMDC
7535,KRTAP12-1
7536,SPSB1
7537,P2RX6
7538,GPX1
7539,PTK6
7540,ZNF232
7541,OR2T34
7542,PRKCE
7543,GNGT1
7544,PLEKHA5
7545,DHRS13
7546,SMARCD2
7547,PEDS1-UBE2V1
7548,RPL26
7549,CYSLTR2
7550,ANKRD50
7551,TMSB4X
7552,MMAA
7553,C8orf58
7554,CCDC71
7555,ZNF177
7556,TAS2R41
7557,FMNL1
7558,C20orf144
7559,ENO2
7560,PDZD3
7561,DDB2
7562,RMDN1
7563,ATXN7
7564,ZNF124
7565,ITGBL1
7566,SMARCD1
7567,INPP5F
7568,CSH2
7569,RBMX2
7570,STAMBPL1
7571,CYBB
7572,TMEM18
7573,OR13D1
7574,SDR9C7
7575,F2R
7576,PPA1
7577,PLAA
7578,UNC5B
7579,YBX2
7580,NMRAL1
7581,CCNJ
7582,HOXD13
7583,CCL7
7584,RAB31
7585,COX15
7586,PCP4
7587,RBBP7
7588,STUB1
7589,MAGEA12
7590,HSD17B7
7591,PRRC1
7592,POLE3
7593,KLHL4
7594,GCSAM
7595,ZSCAN18
7596,RP11-303E16.8
7597,SNAP25
7598,ELAVL3
7599,FAM53A
7600,USP49
7601,KDF1
7602,NT5DC3
7603,RBM12B
7604,IGSF10
7605,EXOC6
7606,NXPE1
7607,CRTC3
7608,PSENEN
7609,TAF11L8
7610,ZNF512
7611,NOC4L
7612,CDHR1
7613,FOXRED2
7614,SCPEP1
7615,ANKFN1
7616,PRYP3
7617,RADIL
7618,TMEM267
7619,PYGO1
7620,TMEM50A
7621,SUFU
7622,DRC7
7623,ITGB6
7624,FAM181A
7625,HSD3B1
7626,BOLA2
7627,LIPJ
7628,ARFGEF3
7629,SAE1
7630,ADGRG7
7631,CDKN2C
7632,IL1RAPL1
7633,MIF
7634,POMK
7635,PTPRN2
7636,C11orf58
7637,TUFM
7638,VAMP4
7639,NKAIN3
7640,INPP4A
7641,ACSM5
7642,TUBB
7643,SPANXN4
7644,KLF8
7645,NUDT12
7646,GZMM
7647,VAX2
7648,CYP11A1
7649,BRD4
7650,MORF4L2
7651,PPIL1
7652,SGTA
7653,PDCL2
7654,CLUH
7655,GRHL2
7656,PRMT7
7657,HSBP1L1
7658,RP11-219A15.1
7659,ZBTB43
7660,TMEM208
7661,ATP2C1
7662,SMCP
7663,PELI2
7664,TSGA13
7665,CORO7
7666,SPRING1
7667,MTDH
7668,SPSB2
7669,NPHP3-ACAD11
7670,C3orf22
7671,AC005943.2
7672,RTL9
7673,DEFA1B
7674,PTPRN
7675,YARS1
7676,EML6
7677,ERGIC2
7678,SLC28A1
7679,ATP6V0C
7680,ACO1
7681,CD248
7682,NDUFB10
7683,SYNJ2
7684,SLC30A4
7685,KIAA0930
7686,VMA21
7687,HRC
7688,KRTAP4-4
7689,SERPINA9
7690,KRTAP3-3
7691,RP11-51F16.8
7692,DGKA
7693,SMIM31
7694,MAGEC3
7695,GABPB1
7696,C1orf50
7697,ATP2A1
7698,EIF4G1
7699,RBM14
7700,JMJD7-PLA2G4B
7701,H2AC20
7702,TMEM14B
7703,BNIP2
7704,ERICH5
7705,OR1E2
7706,AGAP3
7707,GPALPP1
7708,MST1R
7709,SLC45A1
7710,FAR2
7711,HAP1
7712,P2RY14
7713,POLR3G
7714,TSPAN12
7715,ANAPC4
7716,KLKB1
7717,FBXL16
7718,RP5-860F19.8
7719,UBE2F
7720,MATN4
7721,PLAT
7722,THOC1
7723,TNFRSF1B
7724,NALCN
7725,LYPD8
7726,MALL
7727,H1-5
7728,ALKBH4
7729,THAP12
7730,CREM
7731,NEURL1
7732,RPL15
7733,TRIB3
7734,MS4A5
7735,CYS1
7736,SLC8A2
7737,C1orf68
7738,SLC22A18
7739,LYZL6
7740,OR2T35
7741,MLPH
7742,USP31
7743,ZNF213
7744,ZBED2
7745,DHRS3
7746,TMEM176B
7747,CHRNA4
7748,CLUAP1
7749,BAG5
7750,ATP5MC1
7751,BRD3OS
7752,RP11-298J23.10
7753,CLDN19
7754,CELA3A
7755,NEDD4
7756,IL13RA2
7757,PPM1E
7758,SLC22A2
7759,EPGN
7760,KCTD21
7761,TUBB4A
7762,UQCRB
7763,TMEM222
7764,ZCCHC10
7765,LENG9
7766,NGEF
7767,THY1
7768,CA7
7769,STX1B
7770,EPO
7771,RUVBL2
7772,ZNF839
7773,SP6
7774,NUDT10
7775,RPL36A
7776,GZMA
7777,SMIM4
7778,OR2V2
7779,ABHD12B
7780,CCDC116
7781,CA2
7782,ANGEL2
7783,LMAN1L
7784,F2RL2
7785,CAMK2N2
7786,SUB1
7787,TNFRSF8
7788,SLC35A5
7789,RBM23
7790,AKAP3
7791,CLEC4G
7792,PHOX2A
7793,RECQL5
7794,GARNL3
7795,SMAGP
7796,MSGN1
7797,RLN2
7798,CPA4
7799,BMX
7800,ZNF140
7801,PTTG1
7802,RPS12
7803,LRP5
7804,PXDNL
7805,H2AB1
7806,MYBPC3
7807,CETN1
7808,NOL4L
7809,TTC5
7810,VPS51
7811,PKD2L2
7812,NRP2
7813,TMEM42
7814,TMSB10
7815,SLC7A6
7816,ASCL3
7817,NT5C
7818,MS4A1
7819,KCNJ18
7820,PRRT4
7821,SLC47A2
7822,CTSA
7823,AMZ1
7824,DARS1
7825,SEPTIN7
7826,HCN2
7827,PAEP
7828,GTF2A1
7829,MMP20
7830,PRKG1
7831,KCNN4
7832,DDX6
7833,AMIGO1
7834,MRAP2
7835,ETFRF1
7836,PCGF1
7837,RNF225
7838,ABCA2
7839,C1QBP
7840,NAP1L1
7841,TMOD3
7842,FN3K
7843,PACS2
7844,RAET1G
7845,TCL1A
7846,TRMT10C
7847,PANK1
7848,KPNA2
7849,ZNF384
7850,ZNF790
7851,CDX1
7852,SPEM2
7853,ZNF589
7854,CAP2
7855,ISL1
7856,CABIN1
7857,KRTAP20-2
7858,YWHAG
7859,CHRNA1
7860,RP11-474G23.1
7861,CCDC194
7862,DAOA
7863,CCNB2
7864,POMC
7865,ZNF582
7866,HUWE1
7867,LRRC3
7868,KRTAP5-10
7869,ARHGDIB
7870,EMD
7871,FAM227B
7872,CCR1
7873,ZNF224
7874,TRIAP1
7875,MYH3
7876,RPS26
7877,FGFR4
7878,NPRL3
7879,C6orf120
7880,KRTAP5-7
7881,DDX47
7882,UBFD1
7883,ANKRD29
7884,KRTAP5-1
7885,KLHL41
7886,CDH23
7887,FZD8
7888,CDK18
7889,AJM1
7890,OR7A17
7891,ACKR3
7892,STPG2
7893,KLRF2
7894,COLEC10
7895,RP11-152F13.10
7896,HBP1
7897,FAM209A
7898,KDM4A
7899,PROM1
7900,TREX1
7901,NPHP3
7902,SIMC1
7903,PDE7A
7904,POPDC2
7905,DSG1
7906,CHCHD3
7907,HMGCS2
7908,NUDT11
7909,RUFY2
7910,GIMAP6
7911,ZFAND6
7912,RPL37
7913,ILRUN
7914,TAGLN
7915,AUP1
7916,RP11-240L7.5
7917,ZC3H11B
7918,IFITM3
7919,PIM2
7920,GOLGA6L9
7921,VPS33A
7922,LPCAT4
7923,HIF1A
7924,SCNN1G
7925,NTF4
7926,MAP3K21
7927,CWC22
7928,GATA1
7929,HINT2
7930,RAD51AP2
7931,TMX2
7932,GAGE2A
7933,TES
7934,HHAT
7935,SEC61A2
7936,LEPR
7937,PLPPR2
7938,CTTN
7939,PTK2
7940,OR52R1
7941,PLA2R1
7942,PSG4
7943,AFF3
7944,ZNRF3
7945,MAF1
7946,PPP1R2B
7947,GNAO1
7948,GRAP
7949,SEZ6L
7950,UMPS
7951,RBM41
7952,CDC25C
7953,CACFD1
7954,IRAG2
7955,RNF125
7956,WNK2
7957,BPIFB2
7958,RGS14
7959,CHIT1
7960,ZNF665
7961,SYNJ1
7962,FRMD6
7963,PLN
7964,OOEP
7965,TBRG4
7966,C12orf75
7967,PTRHD1
7968,ITPR1
7969,TEN1-CDK3
7970,FAM205A
7971,ATP8B3
7972,SLC25A38
7973,RAD54B
7974,BCAR3
7975,ZNF805
7976,RCOR2
7977,IFNA8
7978,CYP24A1
7979,NFIL3
7980,GOLGA8N
7981,CCDC25
7982,COX8C
7983,HMX2
7984,HSF5
7985,UNC5CL
7986,OMA1
7987,RFK
7988,TNKS2
7989,POLR1G
7990,HIGD2B
7991,TRIM47
7992,RP11-234B24.6
7993,APOL3
7994,SLC25A40
7995,CCDC62
7996,FAM156A
7997,SLC52A2
7998,TLL2
7999,PROCA1
8000,PABPN1L
8001,KRT9
8002,CDSN
8003,EPHA3
8004,STMN2
8005,KPTN
8006,SLA2
8007,BCL2L14
8008,TLX2
8009,WFDC6
8010,EFTUD2
8011,ZNF112
8012,GCA
8013,SERPINF1
8014,HHIPL2
8015,XYLT2
8016,MTMR6
8017,LAYN
8018,TLX3
8019,SLC7A1
8020,FMO1
8021,KRCC1
8022,TBX4
8023,ITGB1BP1
8024,PAFAH2
8025,ZNF618
8026,ATP6V1D
8027,PTPN1
8028,OR52B4
8029,CDC27
8030,PRKAR2B
8031,DPP10
8032,CDKL2
8033,CSNK1G3
8034,NDRG3
8035,PAQR3
8036,GPR142
8037,USP17L7
8038,RP1-34B20.21
8039,ANAPC15
8040,ANK2
8041,ZNF558
8042,COL4A1
8043,EYA2
8044,MAL2
8045,CCDC152
8046,SAA1
8047,USP13
8048,CHD5
8049,B4GALT4
8050,TACR2
8051,B3GALT2
8052,STK39
8053,L1TD1
8054,IER5L
8055,TARM1
8056,KCNK6
8057,XPO7
8058,CTC-337B15.3
8059,DNAH9
8060,RP11-203J24.9
8061,ATP13A1
8062,OCRL
8063,YIPF7
8064,VANGL1
8065,TUBG2
8066,WSB2
8067,GBF1
8068,HAGH
8069,ITGB7
8070,ABCB7
8071,USP6NL
8072,AHI1
8073,HOXA11
8074,OVOL3
8075,RP11-176H8.1
8076,UHRF1
8077,GS1-273L24.6
8078,DCBLD1
8079,POLR2I
8080,OR1R1P
8081,SPAG1
8082,RPGRIP1
8083,IL11
8084,NEU1
8085,MED26
8086,KRTAP10-11
8087,B3GNT3
8088,BLOC1S1
8089,CLRN1
8090,SH3RF2
8091,SNTG1
8092,C20orf85
8093,GNB4
8094,AFTPH
8095,OR52N5
8096,DEF8
8097,USP37
8098,SIPA1L3
8099,MBTPS1
8100,PLBD1
8101,FBN2
8102,DCP2
8103,LRRC3C
8104,PRSS22
8105,TRIM54
8106,HEXD
8107,TBX3
8108,HNF4A
8109,RELL1
8110,PIK3C2A
8111,MED11
8112,CLEC1A
8113,DHRS7
8114,HAUS5
8115,OR6X1
8116,PRPF40B
8117,PADI4
8118,RP11-330H6.5
8119,EXPH5
8120,NDUFS2
8121,MRAS
8122,FRA10AC1
8123,WDR12
8124,CILP2
8125,HDGFL3
8126,ZNF227
8127,S100P
8128,MTX2
8129,MED27
8130,PABIR1
8131,POU5F2
8132,TBX22
8133,PIK3CG
8134,CXorf49
8135,RP11-411B6.6
8136,TESC
8137,C11orf91
8138,REG3A
8139,GAPDH
8140,SLCO5A1
8141,NOL10
8142,RP11-486B10.5
8143,RSRP1
8144,TMEM170B
8145,EPHB1
8146,NDNF
8147,PTMA
8148,RAB24
8149,BRD7
8150,TBX6
8151,MT-ND2
8152,WASHC5
8153,HMG20A
8154,MMP15
8155,OR10H4
8156,YBEY
8157,MARCHF11
8158,RRAGD
8159,RP11-468E2.6
8160,MIGA1
8161,GJA3
8162,ANKRD9
8163,NOX1
8164,CPHXL
8165,NDFIP2
8166,FSHR
8167,SV2A
8168,RAB39A
8169,STK32A
8170,CENPT
8171,ZMYM5
8172,TRIM9
8173,S100A14
8174,MECOM
8175,HCAR3
8176,WDTC1
8177,ST8SIA1
8178,SNUPN
8179,SELENOP
8180,CDH4
8181,MGP
8182,TMEM191C
8183,RASA3
8184,HELB
8185,PLA2G4D
8186,SNW1
8187,PICALM
8188,KTN1
8189,PLAU
8190,CAV3
8191,KDM3A
8192,CYP51A1
8193,WRAP73
8194,BCL3
8195,CHRNB3
8196,SLC39A8
8197,ZNF48
8198,ITGA8
8199,RP11-178L8.4
8200,TMEM231
8201,CTD-2568A17.1
8202,RAB3IL1
8203,PPWD1
8204,CACUL1
8205,COL4A3
8206,RNF38
8207,IRF9
8208,DNTTIP1
8209,RP11-501E24.9
8210,SCARF2
8211,NHLRC4
8212,PCDHGC3
8213,CYTH1
8214,CLDN3
8215,BORCS6
8216,ARAP3
8217,EPS15
8218,FGB
8219,NDUFA8
8220,GARRE1
8221,DCAF8L2
8222,CD300LB
8223,NSG2
8224,DZIP3
8225,ARFGEF1
8226,C20orf204
8227,CCDC6
8228,PRSS57
8229,TOP3A
8230,RGPD4
8231,TOR4A
8232,TIMM23B-AGAP6
8233,SARS1
8234,GSAP
8235,LBX1
8236,KLHL13
8237,CCK
8238,LPAR4
8239,POLA1
8240,STARD10
8241,CDX2
8242,NCBP2AS2
8243,FAM135A
8244,C9orf85
8245,TEX261
8246,PRR35
8247,PGA5
8248,BAD
8249,MTRNR2L3
8250,CLDN6
8251,PANK3
8252,ZNF223
8253,CDT1
8254,EGFLAM
8255,POU2F3
8256,KCTD4
8257,DDX31
8258,CT45A7
8259,SRPK1
8260,ANXA10
8261,CDK5RAP3
8262,DYNC1H1
8263,STX7
8264,DBNDD2
8265,TNN
8266,FFAR4
8267,HAL
8268,MT-ND4L
8269,GART
8270,ZNF84
8271,ZFYVE27
8272,C14orf39
8273,SAXO1
8274,ST8SIA5
8275,POLH
8276,SPINK2
8277,ORAI2
8278,CNDP2
8279,ZFYVE1
8280,NUPR2
8281,NSUN7
8282,OR6A2
8283,DIAPH1
8284,PSG2
8285,SLC39A2
8286,TRAPPC10
8287,CDK6
8288,CDK12
8289,INPP5A
8290,MYEOV
8291,ALDH1L2
8292,CTRB1
8293,DNAJB9
8294,ASZ1
8295,BEX1
8296,UGT2A1
8297,ASPH
8298,POU6F1
8299,CALML4
8300,ELOVL6
8301,ENPP4
8302,DDX53
8303,PLEKHM2
8304,ACAP2
8305,HSCB
8306,COL25A1
8307,SYNGR4
8308,PPARA
8309,TAFA2
8310,CST9
8311,CTD-2021K4.1
8312,LZTS3
8313,SNRPA1
8314,OR6K6
8315,VAT1L
8316,PPP2R3A
8317,BCL7A
8318,RBM18
8319,MRFAP1
8320,ZNF563
8321,POLE4
8322,UBAC2
8323,RBM43
8324,ZNF550
8325,NCAM2
8326,STX3
8327,DNAJC5B
8328,CCR2
8329,NSUN2
8330,RP11-701H24.9
8331,BANF1
8332,RAMACL
8333,SYNJ2BP-COX16
8334,SMIM39
8335,SFRP1
8336,PPM1H
8337,AKR1C3
8338,RP11-123K3.4
8339,SPRYD3
8340,SPACA5
8341,RNF8
8342,SLURP2
8343,SECTM1
8344,CTNNA1
8345,SPATA1
8346,TINAGL1
8347,DACT2
8348,AKNAD1
8349,GRK2
8350,OR2T4
8351,PHB
8352,SOAT1
8353,VSIG10L2
8354,TSPAN32
8355,ADPRH
8356,AC092835.2
8357,RP3-402L9.3
8358,BRI3BP
8359,MAP1LC3B2
8360,ACE
8361,LTBP3
8362,SGSH
8363,CFAP46
