Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cancer_Cell_Line_Encyclopedia	HS675T LARGE INTESTINE	2/169	5.056277e-01	7.201107e-01	0	0	1.187504e+00	8.098238e-01	PAMR1;ACTG2
Cancer_Cell_Line_Encyclopedia	NCIH1792 LUNG	1/70	5.057652e-01	7.201107e-01	0	0	1.436967e+00	9.795558e-01	CLDN11
Cancer_Cell_Line_Encyclopedia	HEC151 ENDOMETRIUM	1/70	5.057652e-01	7.201107e-01	0	0	1.436967e+00	9.795558e-01	PROM1
Cancer_Cell_Line_Encyclopedia	OCIAML2 HAEMATOPOIETIC AND LYMPHOID TISSUE	4/369	5.058127e-01	7.201107e-01	0	0	1.086665e+00	7.406586e-01	OLAH;WNT6;BPI;IL12RB2
Cancer_Cell_Line_Encyclopedia	KCL22 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/171	5.118910e-01	7.250334e-01	0	0	1.173331e+00	7.857134e-01	NIPSNAP3B;SLC7A2
Cancer_Cell_Line_Encyclopedia	NCIH1618 LUNG	2/171	5.118910e-01	7.250334e-01	0	0	1.173331e+00	7.857134e-01	EFCAB6;POU4F1
Cancer_Cell_Line_Encyclopedia	TM31 CENTRAL NERVOUS SYSTEM	2/171	5.118910e-01	7.250334e-01	0	0	1.173331e+00	7.857134e-01	IFFO2;ACTG2
Cancer_Cell_Line_Encyclopedia	SW1710 URINARY TRACT	1/72	5.156351e-01	7.290922e-01	0	0	1.396348e+00	9.248793e-01	GFRA1
Cancer_Cell_Line_Encyclopedia	GCT SOFT TISSUE	1/73	5.204962e-01	7.344421e-01	0	0	1.376884e+00	8.990678e-01	CXCL5
Cancer_Cell_Line_Encyclopedia	SNU119 OVARY	2/174	5.211885e-01	7.344421e-01	0	0	1.152690e+00	7.511429e-01	MSLN;LEMD1
Cancer_Cell_Line_Encyclopedia	MOTN1 HAEMATOPOIETIC AND LYMPHOID TISSUE	5/478	5.225202e-01	7.350707e-01	0	0	1.047704e+00	6.800561e-01	ACBD4;TPRG1;FSIP1;TP63;IL12RB2
Cancer_Cell_Line_Encyclopedia	JHH1 LIVER	2/175	5.242613e-01	7.352552e-01	0	0	1.145968e+00	7.400262e-01	CLDN19;BAIAP3
Cancer_Cell_Line_Encyclopedia	HEYA8 OVARY	1/74	5.253088e-01	7.352552e-01	0	0	1.357954e+00	8.742087e-01	CLDN11
Cancer_Cell_Line_Encyclopedia	SKMES1 LUNG	1/74	5.253088e-01	7.352552e-01	0	0	1.357954e+00	8.742087e-01	CNGA1
Cancer_Cell_Line_Encyclopedia	MONOMAC6 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/176	5.273210e-01	7.368290e-01	0	0	1.139324e+00	7.291058e-01	NIPSNAP3B;IL12RB2
Cancer_Cell_Line_Encyclopedia	HUTU80 SMALL INTESTINE	2/178	5.334006e-01	7.440714e-01	0	0	1.126263e+00	7.078365e-01	CACNA2D2;DSG1
Cancer_Cell_Line_Encyclopedia	COV504 OVARY	1/76	5.347903e-01	7.447583e-01	0	0	1.321608e+00	8.271688e-01	LEMD1
Cancer_Cell_Line_Encyclopedia	T173 BONE	2/180	5.394268e-01	7.462532e-01	0	0	1.113494e+00	6.873025e-01	PADI2;PAMR1
Cancer_Cell_Line_Encyclopedia	NCIH650 LUNG	2/180	5.394268e-01	7.462532e-01	0	0	1.113494e+00	6.873025e-01	EPHB6;CXCL5
Cancer_Cell_Line_Encyclopedia	FADU UPPER AERODIGESTIVE TRACT	1/77	5.394601e-01	7.462532e-01	0	0	1.304152e+00	8.049051e-01	KRT5
Cancer_Cell_Line_Encyclopedia	RERFLCSQ1 LUNG	1/77	5.394601e-01	7.462532e-01	0	0	1.304152e+00	8.049051e-01	RGS11
Cancer_Cell_Line_Encyclopedia	NCIH1793 LUNG	1/78	5.440833e-01	7.468076e-01	0	0	1.287150e+00	7.834276e-01	GFRA1
Cancer_Cell_Line_Encyclopedia	SNU1197 LARGE INTESTINE	1/78	5.440833e-01	7.468076e-01	0	0	1.287150e+00	7.834276e-01	LEMD1
Cancer_Cell_Line_Encyclopedia	KYM1 SOFT TISSUE	4/388	5.453529e-01	7.468076e-01	0	0	1.031888e+00	6.256563e-01	WNT6;RTN4RL1;NOVA1;RERG
Cancer_Cell_Line_Encyclopedia	TCCSUP URINARY TRACT	2/182	5.453994e-01	7.468076e-01	0	0	1.101010e+00	6.674729e-01	PLIN4;RERG
Cancer_Cell_Line_Encyclopedia	KMS34 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/183	5.483655e-01	7.468076e-01	0	0	1.094871e+00	6.578132e-01	NIPSNAP3B;PGLYRP2
Cancer_Cell_Line_Encyclopedia	HT1197 URINARY TRACT	2/183	5.483655e-01	7.468076e-01	0	0	1.094871e+00	6.578132e-01	TNXB;DSG1
Cancer_Cell_Line_Encyclopedia	NCIH226 LUNG	1/79	5.486603e-01	7.468076e-01	0	0	1.270584e+00	7.627006e-01	GDF5
Cancer_Cell_Line_Encyclopedia	MOLT13 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/287	5.495429e-01	7.468076e-01	0	0	1.046472e+00	6.264896e-01	KCNMB1;ZBTB16;FSIP1
Cancer_Cell_Line_Encyclopedia	NCIH1944 LUNG	2/184	5.513181e-01	7.468076e-01	0	0	1.088800e+00	6.483187e-01	DACT2;CXCL5
Cancer_Cell_Line_Encyclopedia	NCIH1734 LUNG	1/80	5.531916e-01	7.468076e-01	0	0	1.254437e+00	7.426903e-01	ST8SIA1
Cancer_Cell_Line_Encyclopedia	NCIH2170 LUNG	1/80	5.531916e-01	7.468076e-01	0	0	1.254437e+00	7.426903e-01	ERBB2
Cancer_Cell_Line_Encyclopedia	NCIH661 LUNG	2/185	5.542572e-01	7.468076e-01	0	0	1.082795e+00	6.389860e-01	PTCHD1;MATN3
Cancer_Cell_Line_Encyclopedia	UACC257 SKIN	2/185	5.542572e-01	7.468076e-01	0	0	1.082795e+00	6.389860e-01	SOX10;ROPN1
Cancer_Cell_Line_Encyclopedia	A2780 OVARY	2/185	5.542572e-01	7.468076e-01	0	0	1.082795e+00	6.389860e-01	SOSTDC1;RCOR2
Cancer_Cell_Line_Encyclopedia	SW1116 LARGE INTESTINE	2/185	5.542572e-01	7.468076e-01	0	0	1.082795e+00	6.389860e-01	PHGR1;MSLN
Cancer_Cell_Line_Encyclopedia	MESSA SOFT TISSUE	2/185	5.542572e-01	7.468076e-01	0	0	1.082795e+00	6.389860e-01	MYOC;SOSTDC1
Cancer_Cell_Line_Encyclopedia	NCIH1155 LUNG	2/186	5.571827e-01	7.477745e-01	0	0	1.076856e+00	6.298119e-01	TMEM132C;TPO
Cancer_Cell_Line_Encyclopedia	SNU1196 BILIARY TRACT	1/81	5.576776e-01	7.477745e-01	0	0	1.238693e+00	7.233651e-01	OSR1
Cancer_Cell_Line_Encyclopedia	KP2 PANCREAS	1/81	5.576776e-01	7.477745e-01	0	0	1.238693e+00	7.233651e-01	VGLL1
Cancer_Cell_Line_Encyclopedia	SNU886 LIVER	1/82	5.621188e-01	7.500549e-01	0	0	1.223339e+00	7.046946e-01	RERG
Cancer_Cell_Line_Encyclopedia	NCIH1703 LUNG	1/82	5.621188e-01	7.500549e-01	0	0	1.223339e+00	7.046946e-01	PADI2
Cancer_Cell_Line_Encyclopedia	NCIH522 LUNG	2/188	5.629930e-01	7.500549e-01	0	0	1.065168e+00	6.119261e-01	NKAIN1;SOSTDC1
Cancer_Cell_Line_Encyclopedia	TE125T SOFT TISSUE	2/188	5.629930e-01	7.500549e-01	0	0	1.065168e+00	6.119261e-01	CNN1;OSR1
Cancer_Cell_Line_Encyclopedia	KASUMI1 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/294	5.658943e-01	7.511310e-01	0	0	1.020933e+00	5.812658e-01	TNXB;KIT;AQP7
Cancer_Cell_Line_Encyclopedia	LS411N LARGE INTESTINE	1/83	5.665156e-01	7.511310e-01	0	0	1.208359e+00	6.866506e-01	DEGS2
Cancer_Cell_Line_Encyclopedia	YAPC PANCREAS	1/83	5.665156e-01	7.511310e-01	0	0	1.208359e+00	6.866506e-01	SMOC1
Cancer_Cell_Line_Encyclopedia	OCIAML5 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/295	5.682007e-01	7.521636e-01	0	0	1.017384e+00	5.751074e-01	OLAH;ZBTB16;BPI
Cancer_Cell_Line_Encyclopedia	CORL51 LUNG	3/298	5.750750e-01	7.589788e-01	0	0	1.006883e+00	5.570628e-01	SOX11;PAK3;RCOR2
Cancer_Cell_Line_Encyclopedia	SKHEP1 LIVER	1/85	5.751779e-01	7.589788e-01	0	0	1.179469e+00	6.523357e-01	OXTR
Cancer_Cell_Line_Encyclopedia	NCIH660 PROSTATE	2/193	5.772801e-01	7.593383e-01	0	0	1.037019e+00	5.697672e-01	CEACAM5;SMOC1
Cancer_Cell_Line_Encyclopedia	PEER HAEMATOPOIETIC AND LYMPHOID TISSUE	2/193	5.772801e-01	7.593383e-01	0	0	1.037019e+00	5.697672e-01	TTYH1;ZBTB16
Cancer_Cell_Line_Encyclopedia	JHH6 LIVER	1/86	5.794443e-01	7.597769e-01	0	0	1.165534e+00	6.360151e-01	TSLP
Cancer_Cell_Line_Encyclopedia	A375 SKIN	1/86	5.794443e-01	7.597769e-01	0	0	1.165534e+00	6.360151e-01	SOX10
Cancer_Cell_Line_Encyclopedia	D283MED CENTRAL NERVOUS SYSTEM	3/301	5.818813e-01	7.605692e-01	0	0	9.965932e-01	5.396441e-01	TMEM132C;PTCHD1;ATOH8
Cancer_Cell_Line_Encyclopedia	DEL HAEMATOPOIETIC AND LYMPHOID TISSUE	3/301	5.818813e-01	7.605692e-01	0	0	9.965932e-01	5.396441e-01	TSLP;TPRG1;CACNA2D2
Cancer_Cell_Line_Encyclopedia	MKN7 STOMACH	1/87	5.836680e-01	7.611175e-01	0	0	1.151922e+00	6.202215e-01	ERBB2
Cancer_Cell_Line_Encyclopedia	LAMA84 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/302	5.841348e-01	7.611175e-01	0	0	9.932092e-01	5.339726e-01	NIPSNAP3B;TPSG1;INPP5J
Cancer_Cell_Line_Encyclopedia	HLF LIVER	1/88	5.878495e-01	7.643577e-01	0	0	1.138624e+00	6.049332e-01	OLAH
Cancer_Cell_Line_Encyclopedia	TE617T SOFT TISSUE	2/197	5.884633e-01	7.643577e-01	0	0	1.015540e+00	5.384806e-01	CACNA2D2;SOSTDC1
Cancer_Cell_Line_Encyclopedia	HCC4006 LUNG	1/89	5.919892e-01	7.665383e-01	0	0	1.125628e+00	5.901296e-01	HAS3
Cancer_Cell_Line_Encyclopedia	SQ1 LUNG	1/89	5.919892e-01	7.665383e-01	0	0	1.125628e+00	5.901296e-01	VGLL1
Cancer_Cell_Line_Encyclopedia	MKN74 STOMACH	2/199	5.939726e-01	7.678550e-01	0	0	1.005127e+00	5.235931e-01	PER1;VGLL1
Cancer_Cell_Line_Encyclopedia	NCIH292 LUNG	1/90	5.960875e-01	7.678550e-01	0	0	1.112924e+00	5.757911e-01	KRT17
Cancer_Cell_Line_Encyclopedia	BFTC909 KIDNEY	1/90	5.960875e-01	7.678550e-01	0	0	1.112924e+00	5.757911e-01	FAT2
Cancer_Cell_Line_Encyclopedia	HS819T BONE	2/200	5.967066e-01	7.678550e-01	0	0	1.000000e+00	5.163298e-01	NXPH3;PAMR1
Cancer_Cell_Line_Encyclopedia	NCIH2023 LUNG	1/91	6.001449e-01	7.710840e-01	0	0	1.100503e+00	5.618991e-01	CXCL5
Cancer_Cell_Line_Encyclopedia	A204 SOFT TISSUE	2/205	6.101706e-01	7.827536e-01	0	0	9.751207e-01	4.817259e-01	EDN3;RYR3
Cancer_Cell_Line_Encyclopedia	NCIH810 LUNG	3/315	6.127248e-01	7.836080e-01	0	0	9.511909e-01	4.659308e-01	CLDN11;SMOC1;ESYT3
Cancer_Cell_Line_Encyclopedia	RH30 SOFT TISSUE	3/315	6.127248e-01	7.836080e-01	0	0	9.511909e-01	4.659308e-01	KCND3;ATOH8;RYR3
Cancer_Cell_Line_Encyclopedia	RAJI HAEMATOPOIETIC AND LYMPHOID TISSUE	2/207	6.154601e-01	7.841372e-01	0	0	9.655087e-01	4.686436e-01	LIPE;KCND3
Cancer_Cell_Line_Encyclopedia	MORCPR LUNG	1/95	6.159728e-01	7.841372e-01	0	0	1.053459e+00	5.104560e-01	LEMD1
Cancer_Cell_Line_Encyclopedia	MDST8 LARGE INTESTINE	1/95	6.159728e-01	7.841372e-01	0	0	1.053459e+00	5.104560e-01	SFRP1
Cancer_Cell_Line_Encyclopedia	NCIH2081 LUNG	3/321	6.254710e-01	7.938561e-01	0	0	9.329566e-01	4.377902e-01	SMOC1;AGR3;PAK3
Cancer_Cell_Line_Encyclopedia	KMRC2 KIDNEY	1/98	6.274332e-01	7.938561e-01	0	0	1.020722e+00	4.757770e-01	LFNG
Cancer_Cell_Line_Encyclopedia	MKN1 STOMACH	1/98	6.274332e-01	7.938561e-01	0	0	1.020722e+00	4.757770e-01	RARRES1
Cancer_Cell_Line_Encyclopedia	OSRC2 KIDNEY	1/98	6.274332e-01	7.938561e-01	0	0	1.020722e+00	4.757770e-01	MATN3
Cancer_Cell_Line_Encyclopedia	NCIH2141 LUNG	3/327	6.379291e-01	8.059074e-01	0	0	9.153976e-01	4.114970e-01	FABP7;SOX11;RCOR2
Cancer_Cell_Line_Encyclopedia	SW579 THYROID	1/102	6.421861e-01	8.091754e-01	0	0	9.800985e-01	4.340632e-01	GDF5
Cancer_Cell_Line_Encyclopedia	EM2 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/218	6.435746e-01	8.091754e-01	0	0	9.158249e-01	4.036200e-01	ZBTB16;BPI
Cancer_Cell_Line_Encyclopedia	NCIH1355 LUNG	1/104	6.493431e-01	8.091754e-01	0	0	9.609699e-01	4.149411e-01	OLAH
Cancer_Cell_Line_Encyclopedia	DANG PANCREAS	1/104	6.493431e-01	8.091754e-01	0	0	9.609699e-01	4.149411e-01	PTCHD1
Cancer_Cell_Line_Encyclopedia	PATU8902 PANCREAS	1/104	6.493431e-01	8.091754e-01	0	0	9.609699e-01	4.149411e-01	GRPR
Cancer_Cell_Line_Encyclopedia	D341MED CENTRAL NERVOUS SYSTEM	4/444	6.514999e-01	8.091754e-01	0	0	8.979592e-01	3.847558e-01	TMEM63C;AQP7;RCOR2;HS3ST4
Cancer_Cell_Line_Encyclopedia	ALEXANDERCELLS LIVER	2/222	6.533903e-01	8.091754e-01	0	0	8.989899e-01	3.825927e-01	F7;DACT2
Cancer_Cell_Line_Encyclopedia	NCIH1963 LUNG	3/335	6.540882e-01	8.091754e-01	0	0	8.929729e-01	3.790787e-01	IRX1;PAK3;POU4F1
Cancer_Cell_Line_Encyclopedia	HL60 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/336	6.560716e-01	8.091754e-01	0	0	8.902456e-01	3.752254e-01	ZBTB16;BPI;CD300LG
Cancer_Cell_Line_Encyclopedia	EN ENDOMETRIUM	1/106	6.563576e-01	8.091754e-01	0	0	9.425700e-01	3.968687e-01	ACTG2
Cancer_Cell_Line_Encyclopedia	NCIH23 LUNG	1/106	6.563576e-01	8.091754e-01	0	0	9.425700e-01	3.968687e-01	PTCHD1
Cancer_Cell_Line_Encyclopedia	NOMO1 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/337	6.580469e-01	8.091754e-01	0	0	8.875346e-01	3.714146e-01	NIPSNAP3B;TSLP;BPI
Cancer_Cell_Line_Encyclopedia	NALM1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/224	6.582173e-01	8.091754e-01	0	0	8.907999e-01	3.725505e-01	KCNMB1;WDR86
Cancer_Cell_Line_Encyclopedia	PECAPJ41CLONED2 UPPER AERODIGESTIVE TRACT	1/107	6.598123e-01	8.091754e-01	0	0	9.336304e-01	3.882034e-01	IL34
Cancer_Cell_Line_Encyclopedia	AGS STOMACH	1/107	6.598123e-01	8.091754e-01	0	0	9.336304e-01	3.882034e-01	SAMD5
Cancer_Cell_Line_Encyclopedia	PANC1 PANCREAS	1/107	6.598123e-01	8.091754e-01	0	0	9.336304e-01	3.882034e-01	PPP1R14A
Cancer_Cell_Line_Encyclopedia	NCIH1651 LUNG	1/107	6.598123e-01	8.091754e-01	0	0	9.336304e-01	3.882034e-01	OLAH
Cancer_Cell_Line_Encyclopedia	RI1 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/338	6.600142e-01	8.091754e-01	0	0	8.848398e-01	3.676456e-01	LIPE;SOX11;BAIAP3
Cancer_Cell_Line_Encyclopedia	JEKO1 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/338	6.600142e-01	8.091754e-01	0	0	8.848398e-01	3.676456e-01	NIPSNAP3B;INPP5J;BBOX1
Cancer_Cell_Line_Encyclopedia	HUNS1 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/338	6.600142e-01	8.091754e-01	0	0	8.848398e-01	3.676456e-01	ST8SIA1;KCNMB1;CD300LG
Cancer_Cell_Line_Encyclopedia	TE10 OESOPHAGUS	1/108	6.632325e-01	8.119218e-01	0	0	9.248579e-01	3.797742e-01	KCND3
Cancer_Cell_Line_Encyclopedia	MONOMAC1 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/341	6.658671e-01	8.124718e-01	0	0	8.768510e-01	3.565848e-01	NIPSNAP3B;PLIN4;IL12RB2
Cancer_Cell_Line_Encyclopedia	LOXIMVI SKIN	1/109	6.666184e-01	8.124718e-01	0	0	9.162479e-01	3.715729e-01	SYT9
Cancer_Cell_Line_Encyclopedia	RKN SOFT TISSUE	1/109	6.666184e-01	8.124718e-01	0	0	9.162479e-01	3.715729e-01	CLDN11
Cancer_Cell_Line_Encyclopedia	KG1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/228	6.677106e-01	8.126096e-01	0	0	8.748547e-01	3.533543e-01	ZBTB16;SOSTDC1
Cancer_Cell_Line_Encyclopedia	F36P HAEMATOPOIETIC AND LYMPHOID TISSUE	3/343	6.697284e-01	8.129759e-01	0	0	8.716035e-01	3.494110e-01	NIPSNAP3B;ZBTB16;KCNQ4
Cancer_Cell_Line_Encyclopedia	ML1 THYROID	1/110	6.699705e-01	8.129759e-01	0	0	9.077959e-01	3.635919e-01	TPO
Cancer_Cell_Line_Encyclopedia	VMRCRCZ KIDNEY	1/111	6.732890e-01	8.143515e-01	0	0	8.994975e-01	3.558238e-01	GFRA1
Cancer_Cell_Line_Encyclopedia	NCO2 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/231	6.746907e-01	8.143515e-01	0	0	8.632614e-01	3.396941e-01	IRX1;ZBTB16
Cancer_Cell_Line_Encyclopedia	JURKAT HAEMATOPOIETIC AND LYMPHOID TISSUE	2/231	6.746907e-01	8.143515e-01	0	0	8.632614e-01	3.396941e-01	TSLP;GFRA1
Cancer_Cell_Line_Encyclopedia	CGTHW1 THYROID	1/112	6.765743e-01	8.143515e-01	0	0	8.913486e-01	3.482614e-01	KCNG1
Cancer_Cell_Line_Encyclopedia	MOGGCCM CENTRAL NERVOUS SYSTEM	1/112	6.765743e-01	8.143515e-01	0	0	8.913486e-01	3.482614e-01	CNN1
Cancer_Cell_Line_Encyclopedia	COLO205 LARGE INTESTINE	2/232	6.769910e-01	8.143515e-01	0	0	8.594642e-01	3.352747e-01	EPHB6;PHGR1
Cancer_Cell_Line_Encyclopedia	KLE ENDOMETRIUM	2/234	6.815520e-01	8.183542e-01	0	0	8.519680e-01	3.266298e-01	SOSTDC1;CYP4B1
Cancer_Cell_Line_Encyclopedia	NCIH2085 LUNG	1/114	6.830467e-01	8.183542e-01	0	0	8.754836e-01	3.337274e-01	WNT6
Cancer_Cell_Line_Encyclopedia	P12ICHIKAWA HAEMATOPOIETIC AND LYMPHOID TISSUE	2/236	6.860605e-01	8.183542e-01	0	0	8.445998e-01	3.182363e-01	EPHB6;CD300LG
Cancer_Cell_Line_Encyclopedia	HUH1 LIVER	2/236	6.860605e-01	8.183542e-01	0	0	8.445998e-01	3.182363e-01	ALDH1L1;BBOX1
Cancer_Cell_Line_Encyclopedia	HDMYZ HAEMATOPOIETIC AND LYMPHOID TISSUE	1/115	6.862344e-01	8.183542e-01	0	0	8.677599e-01	3.267428e-01	SFRP1
Cancer_Cell_Line_Encyclopedia	MEWO SKIN	1/115	6.862344e-01	8.183542e-01	0	0	8.677599e-01	3.267428e-01	ST8SIA1
Cancer_Cell_Line_Encyclopedia	NCIH1581 LUNG	2/238	6.905169e-01	8.213746e-01	0	0	8.373566e-01	3.100856e-01	RCOR2;RERG
Cancer_Cell_Line_Encyclopedia	JHH4 LIVER	1/117	6.925144e-01	8.213746e-01	0	0	8.527118e-01	3.133087e-01	SPHKAP
Cancer_Cell_Line_Encyclopedia	PK59 PANCREAS	1/117	6.925144e-01	8.213746e-01	0	0	8.527118e-01	3.133087e-01	CNGA1
Cancer_Cell_Line_Encyclopedia	NUGC4 STOMACH	2/239	6.927256e-01	8.213746e-01	0	0	8.337808e-01	3.060988e-01	TTYH1;A2ML1
Cancer_Cell_Line_Encyclopedia	HCC1195 LUNG	2/240	6.949213e-01	8.228027e-01	0	0	8.302351e-01	3.021696e-01	ESYT3;TFF1
Cancer_Cell_Line_Encyclopedia	PANC0213 PANCREAS	1/119	6.986693e-01	8.248870e-01	0	0	8.381739e-01	3.005505e-01	CXCL5
Cancer_Cell_Line_Encyclopedia	CORL23 LUNG	1/119	6.986693e-01	8.248870e-01	0	0	8.381739e-01	3.005505e-01	TPO
Cancer_Cell_Line_Encyclopedia	TCCPAN2 PANCREAS	1/120	7.017006e-01	8.261156e-01	0	0	8.310882e-01	2.944117e-01	RARRES1
Cancer_Cell_Line_Encyclopedia	S117 SOFT TISSUE	1/120	7.017006e-01	8.261156e-01	0	0	8.310882e-01	2.944117e-01	GFRA1
Cancer_Cell_Line_Encyclopedia	CHAGOK1 LUNG	2/244	7.035756e-01	8.271497e-01	0	0	8.163453e-01	2.870107e-01	PLIN4;DACT2
Cancer_Cell_Line_Encyclopedia	EFO21 OVARY	1/122	7.076726e-01	8.291451e-01	0	0	8.172682e-01	2.825899e-01	CLDN11
Cancer_Cell_Line_Encyclopedia	NCIH889 LUNG	3/365	7.100642e-01	8.291451e-01	0	0	8.177076e-01	2.799830e-01	KIT;POU4F1;MAPK4
Cancer_Cell_Line_Encyclopedia	COLO775 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/365	7.100642e-01	8.291451e-01	0	0	8.177076e-01	2.799830e-01	TMEM63C;IL34;IGFALS
Cancer_Cell_Line_Encyclopedia	COLO684 ENDOMETRIUM	4/482	7.135022e-01	8.291451e-01	0	0	8.249509e-01	2.784785e-01	CNGA1;RGS11;RCOR2;LEMD1
Cancer_Cell_Line_Encyclopedia	NCIH2030 LUNG	1/124	7.135255e-01	8.291451e-01	0	0	8.038975e-01	2.713452e-01	SMOC1
Cancer_Cell_Line_Encyclopedia	JHUEM2 ENDOMETRIUM	1/124	7.135255e-01	8.291451e-01	0	0	8.038975e-01	2.713452e-01	EDN3
Cancer_Cell_Line_Encyclopedia	EHEB HAEMATOPOIETIC AND LYMPHOID TISSUE	3/367	7.135377e-01	8.291451e-01	0	0	8.131310e-01	2.744480e-01	OLAH;ALDH1L1;TPRG1
Cancer_Cell_Line_Encyclopedia	MUTZ5 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/249	7.141067e-01	8.291451e-01	0	0	7.996156e-01	2.692488e-01	WDR86;STK32B
Cancer_Cell_Line_Encyclopedia	NCIH146 LUNG	3/368	7.152625e-01	8.291451e-01	0	0	8.108616e-01	2.717243e-01	RAB26;ESYT3;MAPK4
Cancer_Cell_Line_Encyclopedia	L1236 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/368	7.152625e-01	8.291451e-01	0	0	8.108616e-01	2.717243e-01	TPRG1;MAOA;BBOX1
Cancer_Cell_Line_Encyclopedia	DMS454 LUNG	3/370	7.186881e-01	8.319542e-01	0	0	8.063597e-01	2.663630e-01	F7;TNXB;GP2
Cancer_Cell_Line_Encyclopedia	WSUDLCL2 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/372	7.220819e-01	8.347187e-01	0	0	8.019066e-01	2.611142e-01	NIPSNAP3B;C2ORF88;INPP5J
Cancer_Cell_Line_Encyclopedia	BEN LUNG	3/374	7.254440e-01	8.353414e-01	0	0	7.975016e-01	2.559752e-01	LFNG;GP2;BAIAP3
Cancer_Cell_Line_Encyclopedia	HT HAEMATOPOIETIC AND LYMPHOID TISSUE	2/255	7.263303e-01	8.353414e-01	0	0	7.804128e-01	2.495373e-01	LIPE;DSG1
Cancer_Cell_Line_Encyclopedia	GB1 CENTRAL NERVOUS SYSTEM	1/129	7.276528e-01	8.353414e-01	0	0	7.722990e-01	2.455380e-01	RYR3
Cancer_Cell_Line_Encyclopedia	OAW42 OVARY	1/129	7.276528e-01	8.353414e-01	0	0	7.722990e-01	2.455380e-01	SLC7A2
Cancer_Cell_Line_Encyclopedia	VMRCRCW KIDNEY	1/129	7.276528e-01	8.353414e-01	0	0	7.722990e-01	2.455380e-01	EFCAB6
Cancer_Cell_Line_Encyclopedia	SW480 LARGE INTESTINE	1/130	7.303939e-01	8.362140e-01	0	0	7.662732e-01	2.407410e-01	WNT6
Cancer_Cell_Line_Encyclopedia	L363 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/377	7.304279e-01	8.362140e-01	0	0	7.909824e-01	2.484672e-01	OLAH;TPRG1;ANKRD30A
Cancer_Cell_Line_Encyclopedia	NCIH1876 LUNG	2/260	7.361780e-01	8.416360e-01	0	0	7.650928e-01	2.343352e-01	IRX1;SOX11
Cancer_Cell_Line_Encyclopedia	COV362 OVARY	1/134	7.410867e-01	8.458947e-01	0	0	7.430763e-01	2.226537e-01	AQP7
Cancer_Cell_Line_Encyclopedia	HH HAEMATOPOIETIC AND LYMPHOID TISSUE	2/263	7.419414e-01	8.458947e-01	0	0	7.561825e-01	2.257092e-01	TPRG1;TP63
Cancer_Cell_Line_Encyclopedia	SKNMC BONE	2/264	7.438386e-01	8.468944e-01	0	0	7.532578e-01	2.229125e-01	PGLYRP2;HS3ST4
Cancer_Cell_Line_Encyclopedia	NCIH209 LUNG	2/265	7.457238e-01	8.478778e-01	0	0	7.503553e-01	2.201542e-01	SPHKAP;EFCAB6
Cancer_Cell_Line_Encyclopedia	SW620 LARGE INTESTINE	1/137	7.488283e-01	8.500230e-01	0	0	7.265740e-01	2.101583e-01	EPHB6
Cancer_Cell_Line_Encyclopedia	HCC33 LUNG	3/389	7.496589e-01	8.500230e-01	0	0	7.659188e-01	2.206896e-01	SOX11;RCOR2;POU4F1
Cancer_Cell_Line_Encyclopedia	MC116 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/269	7.531470e-01	8.524587e-01	0	0	7.389627e-01	2.094921e-01	KCND3;KCNH1
Cancer_Cell_Line_Encyclopedia	U2OS BONE	1/139	7.538610e-01	8.524587e-01	0	0	7.159712e-01	2.022957e-01	TTYH1
Cancer_Cell_Line_Encyclopedia	NCIH2227 LUNG	4/511	7.551509e-01	8.527555e-01	0	0	7.765970e-01	2.180977e-01	NKAIN1;SMOC1;CACNA2D2;PAK3
Cancer_Cell_Line_Encyclopedia	TUHR10TKB KIDNEY	1/140	7.563396e-01	8.529374e-01	0	0	7.107841e-01	1.984969e-01	SYT9
Cancer_Cell_Line_Encyclopedia	MDAMB157 BREAST	1/142	7.612226e-01	8.572792e-01	0	0	7.006308e-01	1.911527e-01	FMO2
