Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cancer_Cell_Line_Encyclopedia	BT483 BREAST	18/203	2.262179e-12	1.877608e-09	0	0	1.048619e+01	2.811839e+02	PGLYRP2;ANKRD30A;GFRA1;GRPR;KCTD6;RERG;SERPINA5;BAIAP3;SCUBE2;NKAIN1;F7;KRT37;AGR3;TFF1;DEGS2;RGS11;FSIP1;SPDEF
Cancer_Cell_Line_Encyclopedia	HCC1500 BREAST	16/230	1.445256e-09	5.997811e-07	0	0	7.958553e+00	1.619962e+02	ANKRD30A;GP2;CYP4B1;GFRA1;GRPR;ABCC11;RERG;SERPINA5;SCUBE2;NKAIN1;INPP5J;AGR3;TFF1;DEGS2;FSIP1;SPDEF
Cancer_Cell_Line_Encyclopedia	SNU1214 UPPER AERODIGESTIVE TRACT	16/240	2.677032e-09	7.406456e-07	0	0	7.599379e+00	1.500008e+02	FGFBP1;PPP1R14C;TPRG1;BBOX1;KRT5;ACE2;KRT17;KRT16;TRIM29;KRT37;HAS3;FAT2;DSG1;PI3;PAMR1;TP63
Cancer_Cell_Line_Encyclopedia	CAL33 UPPER AERODIGESTIVE TRACT	13/172	1.958028e-08	3.018916e-06	0	0	8.587529e+00	1.524178e+02	GABRP;TPRG1;BBOX1;KRT5;LEMD1;CX3CL1;ACE2;RAB26;HAS3;FAT2;TP63;CLCA4;PLIN5
Cancer_Cell_Line_Encyclopedia	BT474 BREAST	14/206	2.135351e-08	3.018916e-06	0	0	7.686828e+00	1.357651e+02	ANKRD30A;CYP4B1;ABCC11;RYR3;F7;PTCHD1;RTN4RL1;STAC2;ERBB2;AGR3;TFF1;DEGS2;PRR11;SPDEF
Cancer_Cell_Line_Encyclopedia	MDAMB468 BREAST	11/115	2.182349e-08	3.018916e-06	0	0	1.102239e+01	1.944379e+02	WNT6;PTCHD1;KRT16;RARRES1;PADI2;CYP4B1;VGLL1;LEMD1;RERG;EGFR;SPDEF
Cancer_Cell_Line_Encyclopedia	CAMA1 BREAST	11/142	1.933807e-07	2.014715e-05	0	0	8.738600e+00	1.350866e+02	F7;PTCHD1;ANKRD30A;FABP7;INPP5J;CYP4B1;TFF1;DEGS2;DEFB132;ABCC11;SPDEF
Cancer_Cell_Line_Encyclopedia	HCC1428 BREAST	13/209	1.941894e-07	2.014715e-05	0	0	6.953290e+00	1.074592e+02	PGLYRP2;NXPH3;CYP4B1;GRPR;ABCC11;KCTD6;RERG;SCUBE2;NKAIN1;KRT37;TFF1;DEGS2;SPDEF
Cancer_Cell_Line_Encyclopedia	HCC2218 BREAST	13/245	1.185601e-06	1.093388e-04	0	0	5.863544e+00	8.000959e+01	GP2;ABCC11;SLC7A2;SCUBE2;LIPE;F7;BPIFB2;ERBB2;TFF1;DEGS2;RGS11;FSIP1;SPDEF
Cancer_Cell_Line_Encyclopedia	MDAMB415 BREAST	12/222	2.543012e-06	1.957116e-04	0	0	5.954407e+00	7.670564e+01	BPIFB2;ANKRD30A;PADI2;SOSTDC1;CYP4B1;DEGS2;GRPR;DEFB132;ABCC11;PAMR1;RERG;SPDEF
Cancer_Cell_Line_Encyclopedia	L33 PANCREAS	8/88	2.818226e-06	1.957116e-04	0	0	1.027083e+01	1.312551e+02	RARRES1;SOSTDC1;FAT2;KRT5;PI3;CXCL5;LEMD1;SLC7A2
Cancer_Cell_Line_Encyclopedia	ZR751 BREAST	11/186	2.829566e-06	1.957116e-04	0	0	6.526833e+00	8.338282e+01	SCUBE2;RAB26;AGR3;CYP4B1;TFF1;BPI;DEGS2;SLC26A3;ABCC11;RERG;SPDEF
Cancer_Cell_Line_Encyclopedia	ZR7530 BREAST	12/228	3.351146e-06	1.988617e-04	0	0	5.787234e+00	7.295508e+01	BPIFB2;ANKRD30A;ERBB2;CNGA1;AGR3;TFF1;DEGS2;RGS11;FSIP1;ABCC11;CX3CL1;SPDEF
Cancer_Cell_Line_Encyclopedia	HCC1806 BREAST	9/120	3.354293e-06	1.988617e-04	0	0	8.358143e+00	1.053567e+02	PER1;SOSTDC1;FMO2;KRT5;MSLN;FSIP1;TP63;CLCA4;BAIAP3
Cancer_Cell_Line_Encyclopedia	UACC812 BREAST	17/460	4.053138e-06	2.242736e-04	0	0	4.059122e+00	5.039814e+01	TMEM63C;ANKRD30A;OSR1;EFCAB6;ABCC11;BAIAP3;SCUBE2;F7;BPIFB2;ACOX2;RAB26;KRT37;ERBB2;INPP5J;TFF1;RGS11;SPDEF
Cancer_Cell_Line_Encyclopedia	TE9 OESOPHAGUS	9/125	4.698735e-06	2.437469e-04	0	0	7.995848e+00	9.809480e+01	GABRP;KRT17;KRT16;FAT2;BBOX1;CYP4B1;KRT5;PI3;CLCA4
Cancer_Cell_Line_Encyclopedia	SNU668 STOMACH	11/200	5.688997e-06	2.777569e-04	0	0	6.039053e+00	7.293350e+01	ACBD4;SMOC1;RARRES1;INPP5J;DACT2;KCNQ4;RGS11;PAMR1;SLC7A2;RERG;BAIAP3
Cancer_Cell_Line_Encyclopedia	MDAMB134VI BREAST	17/496	1.088951e-05	5.021275e-04	0	0	3.747071e+00	4.282044e+01	NXPH3;ANKRD30A;GP2;CACNA2D2;EFCAB6;DEFB132;KCTD6;RERG;SERPINA5;SCUBE2;NKAIN1;NOVA1;INPP5J;DEGS2;RGS11;SPDEF;PLIN5
Cancer_Cell_Line_Encyclopedia	HCC1187 BREAST	9/152	2.285475e-05	9.983919e-04	0	0	6.477245e+00	6.921812e+01	EPHB6;SCUBE2;NKAIN1;GABRP;RARRES1;STAC2;BBOX1;SOX11;RERG
Cancer_Cell_Line_Encyclopedia	RERFLCKJ LUNG	10/192	2.440803e-05	1.012933e-03	0	0	5.673222e+00	6.025301e+01	ALDH1L1;TTYH1;RAB26;SMOC1;ATOH8;AGR3;TFF1;MSLN;MAPK4;SPDEF
Cancer_Cell_Line_Encyclopedia	HCC1419 BREAST	13/326	2.604013e-05	1.029205e-03	0	0	4.328151e+00	4.568741e+01	NXPH3;ANKRD30A;SYT9;ABCC11;RERG;F7;ACOX2;RTN4RL1;ERBB2;PADI2;AGR3;TFF1;SPDEF
Cancer_Cell_Line_Encyclopedia	BICR22 UPPER AERODIGESTIVE TRACT	10/195	2.787768e-05	1.051749e-03	0	0	5.580370e+00	5.852516e+01	PER1;KRT17;KRT16;CNGA1;FAT2;A2ML1;KRT5;PI3;TP63;CLCA4
Cancer_Cell_Line_Encyclopedia	BICR16 UPPER AERODIGESTIVE TRACT	8/125	3.763647e-05	1.330082e-03	0	0	7.009615e+00	7.141072e+01	PER1;KRT17;KRT16;ZBTB16;CYP4B1;A2ML1;KRT5;PI3
Cancer_Cell_Line_Encyclopedia	HCC1937 BREAST	7/92	3.846020e-05	1.330082e-03	0	0	8.412374e+00	8.551924e+01	ACE2;KRT16;RARRES1;PADI2;PI3;VGLL1;RERG
Cancer_Cell_Line_Encyclopedia	NCIH1666 LUNG	7/93	4.124242e-05	1.369248e-03	0	0	8.314134e+00	8.393986e+01	SMOC1;BBOX1;FAT2;TFF1;PI3;CLCA4;MAPK4
Cancer_Cell_Line_Encyclopedia	HCC2157 BREAST	10/209	5.022560e-05	1.603356e-03	0	0	5.184078e+00	5.131712e+01	GABRP;PTCHD1;KRT16;STAC2;PADI2;KCNQ4;ESYT3;ROPN1;RYR3;IL12RB2
Cancer_Cell_Line_Encyclopedia	RT4 URINARY TRACT	8/131	5.260111e-05	1.616997e-03	0	0	6.665650e+00	6.567514e+01	EPHB6;ALDH1L1;C2ORF88;CYP4B1;SYT9;FSIP1;VGLL1;CLCA4
Cancer_Cell_Line_Encyclopedia	MCF7 BREAST	9/170	5.504937e-05	1.631821e-03	0	0	5.747813e+00	5.637041e+01	SCUBE2;RTN4RL1;GFRA1;TFF1;DEGS2;RERG;SLC7A2;SERPINA5;SPDEF
Cancer_Cell_Line_Encyclopedia	MDAMB175VII BREAST	10/215	6.369418e-05	1.801171e-03	0	0	5.030809e+00	4.860474e+01	SCUBE2;ACOX2;CEACAM5;RARRES1;AGR3;TFF1;DEGS2;VGLL1;ABCC11;SPDEF
Cancer_Cell_Line_Encyclopedia	ECGI10 OESOPHAGUS	8/135	6.510256e-05	1.801171e-03	0	0	6.454396e+00	6.221745e+01	OLAH;TSLP;KRT17;KRT16;FAT2;KRT5;RGS11;TP63
Cancer_Cell_Line_Encyclopedia	CAL851 BREAST	7/107	1.009216e-04	2.702096e-03	0	0	7.145078e+00	6.574305e+01	GABRP;IL34;RARRES1;PLIN4;KCNQ4;A2ML1;ACTG2
Cancer_Cell_Line_Encyclopedia	HS229T LUNG	5/49	1.268748e-04	3.281185e-03	0	0	1.151282e+01	1.032966e+02	OXTR;OSR1;PAMR1;GDF5;ACTG2
Cancer_Cell_Line_Encyclopedia	BFTC905 URINARY TRACT	6/78	1.309957e-04	3.281185e-03	0	0	8.474227e+00	7.576252e+01	ACE2;TPRG1;HAS3;PI3;CX3CL1;TP63
Cancer_Cell_Line_Encyclopedia	SKBR3 BREAST	9/191	1.344100e-04	3.281185e-03	0	0	5.079167e+00	4.527882e+01	OLAH;ZHX1-C8ORF76;TTYH1;ERBB2;INPP5J;A2ML1;ABCC11;VGLL1;SPDEF
Cancer_Cell_Line_Encyclopedia	YMB1 BREAST	10/250	2.195126e-04	5.205583e-03	0	0	4.289474e+00	3.613496e+01	F7;RAB26;PADI2;AGR3;CYP4B1;TFF1;DEGS2;ABCC11;SLC26A3;SPDEF
Cancer_Cell_Line_Encyclopedia	YD10B UPPER AERODIGESTIVE TRACT	6/88	2.544778e-04	5.867128e-03	0	0	7.437013e+00	6.155093e+01	KRT17;KRT16;FAT2;KRT5;RYR3;TP63
Cancer_Cell_Line_Encyclopedia	EFM19 BREAST	8/166	2.722876e-04	6.108074e-03	0	0	5.179852e+00	4.251960e+01	SCUBE2;F7;PGLYRP2;KRT37;TFF1;GRPR;PLIN5;SPDEF
Cancer_Cell_Line_Encyclopedia	AU565 BREAST	9/212	2.928134e-04	6.395662e-03	0	0	4.548861e+00	3.700942e+01	ZHX1-C8ORF76;TMEM63C;TTYH1;STAC2;ERBB2;PADI2;CYP4B1;VGLL1;SPDEF
Cancer_Cell_Line_Encyclopedia	HS888T BONE	6/95	3.852165e-04	7.972991e-03	0	0	6.849647e+00	5.384990e+01	CLDN11;SFRP1;OSR1;PAMR1;GDF5;ACTG2
Cancer_Cell_Line_Encyclopedia	RT11284 URINARY TRACT	5/62	3.876348e-04	7.972991e-03	0	0	8.881242e+00	6.976612e+01	EPHB6;ALDH1L1;CNGA1;FSIP1;CLCA4
Cancer_Cell_Line_Encyclopedia	T47D BREAST	8/176	4.034526e-04	7.972991e-03	0	0	4.869048e+00	3.805381e+01	SCUBE2;AGR3;DEGS2;GRPR;ABCC11;KCTD6;RERG;SPDEF
Cancer_Cell_Line_Encyclopedia	BICR6 UPPER AERODIGESTIVE TRACT	8/176	4.034526e-04	7.972991e-03	0	0	4.869048e+00	3.805381e+01	ACE2;GABRP;PER1;KRT16;IL34;A2ML1;KRT5;PI3
Cancer_Cell_Line_Encyclopedia	HT1376 URINARY TRACT	8/177	4.189913e-04	7.996729e-03	0	0	4.839990e+00	3.764380e+01	SCUBE2;PPP1R14C;TRIM29;KRT16;DSG1;BBOX1;VGLL1;MAPK4
Cancer_Cell_Line_Encyclopedia	CHL1 SKIN	9/223	4.239230e-04	7.996729e-03	0	0	4.312619e+00	3.349162e+01	CLDN11;TMEM132C;TTYH1;COL11A2;DACT2;WDR86;SOX10;SLC7A2;MATN3
Cancer_Cell_Line_Encyclopedia	PANC0403 PANCREAS	4/36	4.448946e-04	8.205834e-03	0	0	1.260714e+01	9.729781e+01	MSLN;GRPR;CXCL5;LEMD1
Cancer_Cell_Line_Encyclopedia	HDQP1 BREAST	6/99	4.805502e-04	8.670798e-03	0	0	6.553708e+00	5.007412e+01	ACE2;GABRP;RARRES1;WDR86;CYP4B1;VGLL1
Cancer_Cell_Line_Encyclopedia	BICR18 UPPER AERODIGESTIVE TRACT	6/100	5.070298e-04	8.953931e-03	0	0	6.483659e+00	4.919113e+01	FAT2;SOSTDC1;A2ML1;KRT5;PI3;PAK3
Cancer_Cell_Line_Encyclopedia	PANC0327 PANCREAS	4/38	5.488816e-04	9.491078e-03	0	0	1.186435e+01	8.907309e+01	GABRP;RARRES1;CNGA1;SERPINA5
Cancer_Cell_Line_Encyclopedia	CAL29 URINARY TRACT	5/69	6.362965e-04	1.077808e-02	0	0	7.907051e+00	5.819468e+01	GABRP;KCNMB1;IFFO2;KRT5;SLC6A2
Cancer_Cell_Line_Encyclopedia	HCC1569 BREAST	8/191	6.925699e-04	1.149666e-02	0	0	4.466530e+00	3.249446e+01	WNT6;TTYH1;ST8SIA1;ERBB2;STAC2;SOSTDC1;ACTG2;ROPN1
Cancer_Cell_Line_Encyclopedia	HCC1599 BREAST	8/192	7.166026e-04	1.158256e-02	0	0	4.442029e+00	3.216468e+01	GABRP;TTYH1;KRT16;KIT;CNGA1;KCNQ4;FMO2;KRT5
Cancer_Cell_Line_Encyclopedia	CAL27 UPPER AERODIGESTIVE TRACT	6/107	7.256543e-04	1.158256e-02	0	0	6.032153e+00	4.360303e+01	KRT16;FAT2;BBOX1;KRT5;TP63;CX3CL1
Cancer_Cell_Line_Encyclopedia	SNU503 LARGE INTESTINE	7/149	7.634023e-04	1.195517e-02	0	0	5.021017e+00	3.603948e+01	TMEM63C;TPRG1;KRT16;FAT2;KRT5;PI3;TP63
Cancer_Cell_Line_Encyclopedia	BHY UPPER AERODIGESTIVE TRACT	8/195	7.927606e-04	1.218502e-02	0	0	4.370098e+00	3.120245e+01	FGFBP1;KRT17;KRT16;HAS3;FAT2;KRT5;PI3;TP63
Cancer_Cell_Line_Encyclopedia	SCC9 UPPER AERODIGESTIVE TRACT	9/248	9.064478e-04	1.367912e-02	0	0	3.856580e+00	2.701911e+01	PER1;KRT16;ZBTB16;FAT2;DSG1;A2ML1;KRT5;PI3;CLCA4
Cancer_Cell_Line_Encyclopedia	HCC70 BREAST	6/113	9.656400e-04	1.431216e-02	0	0	5.692167e+00	3.951912e+01	KRT16;RARRES1;A2ML1;CX3CL1;RERG;SERPINA5
Cancer_Cell_Line_Encyclopedia	UACC893 BREAST	9/253	1.042696e-03	1.488182e-02	0	0	3.776586e+00	2.592983e+01	WNT6;RTN4RL1;ERBB2;PADI2;BBOX1;CYP4B1;VGLL1;ABCC11;SPDEF
Cancer_Cell_Line_Encyclopedia	HLFA LUNG	6/115	1.057865e-03	1.488182e-02	0	0	5.587156e+00	3.828042e+01	CLDN11;CNN1;TSLP;OSR1;PAMR1;ACTG2
Cancer_Cell_Line_Encyclopedia	HS895T SKIN	6/115	1.057865e-03	1.488182e-02	0	0	5.587156e+00	3.828042e+01	CNN1;TSLP;OSR1;GRPR;PAMR1;ACTG2
Cancer_Cell_Line_Encyclopedia	MDAPCA2B PROSTATE	9/259	1.227637e-03	1.698231e-02	0	0	3.684817e+00	2.469809e+01	TMEM45B;RTN4RL1;ZBTB16;RGS11;FSIP1;GRPR;DEFB132;ABCC11;SPDEF
Cancer_Cell_Line_Encyclopedia	NB1 AUTONOMIC GANGLIA	8/212	1.356403e-03	1.845598e-02	0	0	4.002451e+00	2.642786e+01	NKAIN1;STAC2;ATOH8;SOX11;RNF150;SYT9;SLC6A2;RERG
Cancer_Cell_Line_Encyclopedia	SNU216 STOMACH	5/82	1.391491e-03	1.862803e-02	0	0	6.567766e+00	4.319869e+01	GABRP;KRT16;RARRES1;MSLN;VGLL1
Cancer_Cell_Line_Encyclopedia	HCC1954 BREAST	5/83	1.468849e-03	1.935151e-02	0	0	6.483235e+00	4.229193e+01	ACE2;ERBB2;RARRES1;CYP4B1;TRIP13
Cancer_Cell_Line_Encyclopedia	HCC38 BREAST	6/124	1.559289e-03	2.022203e-02	0	0	5.158658e+00	3.334312e+01	PTCHD1;RARRES1;COL11A2;WDR86;PADI2;DSG1
Cancer_Cell_Line_Encyclopedia	HS751T HAEMATOPOIETIC AND LYMPHOID TISSUE	7/171	1.697592e-03	2.167694e-02	0	0	4.342601e+00	2.769947e+01	CNN1;PPP1R14A;OXTR;TNXB;KCNMB1;GDF5;ACTG2
Cancer_Cell_Line_Encyclopedia	SNU213 PANCREAS	4/54	2.076593e-03	2.611473e-02	0	0	8.061224e+00	4.979440e+01	GABRP;RARRES1;CNGA1;CXCL5
Cancer_Cell_Line_Encyclopedia	NCIH1395 LUNG	9/292	2.773826e-03	3.400888e-02	0	0	3.249644e+00	1.913237e+01	F7;CEACAM5;SMOC1;C2ORF88;TFF1;FSIP1;SYT9;MAPK4;BAIAP3
Cancer_Cell_Line_Encyclopedia	VMRCLCP LUNG	5/96	2.786270e-03	3.400888e-02	0	0	5.553395e+00	3.267091e+01	GABRP;ERBB2;RARRES1;PI3;CX3CL1
Cancer_Cell_Line_Encyclopedia	SNU81 LARGE INTESTINE	6/141	2.976818e-03	3.580810e-02	0	0	4.505155e+00	2.620604e+01	SAMD5;ALDH1L1;CEACAM5;PHGR1;DEGS2;LEMD1
Cancer_Cell_Line_Encyclopedia	CALU3 LUNG	5/99	3.182981e-03	3.774107e-02	0	0	5.375341e+00	3.090787e+01	ACE2;GABRP;RARRES1;ERBB2;CXCL5
Cancer_Cell_Line_Encyclopedia	COLO699 LUNG	8/244	3.247641e-03	3.796538e-02	0	0	3.454096e+00	1.979137e+01	TMEM132C;FABP7;COL11A2;DACT2;FMO2;SOX10;ROPN1;IL12RB2
Cancer_Cell_Line_Encyclopedia	HCC202 BREAST	9/300	3.316885e-03	3.823632e-02	0	0	3.159011e+00	1.803394e+01	F7;TMEM63C;TTYH1;ANKRD30A;ERBB2;INPP5J;CYP4B1;ABCC11;SPDEF
Cancer_Cell_Line_Encyclopedia	HSC2 UPPER AERODIGESTIVE TRACT	5/101	3.469092e-03	3.944310e-02	0	0	5.262821e+00	2.980789e+01	IL34;FAT2;KRT5;CLCA4;EGFR
Cancer_Cell_Line_Encyclopedia	FU97 STOMACH	10/362	3.608929e-03	4.004884e-02	0	0	2.907895e+00	1.635500e+01	F7;SRMS;PGLYRP2;TTYH1;RTN4RL1;CLDN19;DACT2;BPI;CX3CL1;SERPINA5
Cancer_Cell_Line_Encyclopedia	KYSE140 OESOPHAGUS	5/102	3.618871e-03	4.004884e-02	0	0	5.208300e+00	2.927894e+01	TPRG1;DACT2;SOSTDC1;KRT5;TP63
Cancer_Cell_Line_Encyclopedia	BXPC3 PANCREAS	5/103	3.773236e-03	4.073709e-02	0	0	5.154893e+00	2.876339e+01	KRT17;CEACAM5;KRT5;PI3;CLCA4
Cancer_Cell_Line_Encyclopedia	NCIH2342 LUNG	6/148	3.779224e-03	4.073709e-02	0	0	4.281545e+00	2.388347e+01	WNT6;TTYH1;CNGA1;AQP7;CYP4B1;VGLL1
Cancer_Cell_Line_Encyclopedia	IMR32 AUTONOMIC GANGLIA	9/307	3.857843e-03	4.105140e-02	0	0	3.083699e+00	1.713811e+01	KCNG1;NKAIN1;PPP1R14A;ATOH8;SOX11;RCOR2;SLC6A2;HS3ST4;KCNH1
Cancer_Cell_Line_Encyclopedia	TE159T SOFT TISSUE	7/199	3.957733e-03	4.158125e-02	0	0	3.704016e+00	2.049092e+01	SFRP1;NXPH3;RTN4RL1;OSR1;ATOH8;GFRA1;PAMR1
Cancer_Cell_Line_Encyclopedia	SKMEL30 SKIN	5/105	4.096032e-03	4.249633e-02	0	0	5.051282e+00	2.777062e+01	SCUBE2;SOX10;ROPN1;KCNH1;IL12RB2
Cancer_Cell_Line_Encyclopedia	KYSE520 OESOPHAGUS	4/66	4.312784e-03	4.419272e-02	0	0	6.497038e+00	3.538398e+01	ANGPTL7;KRT5;PI3;EGFR
Cancer_Cell_Line_Encyclopedia	HS739T BREAST	5/107	4.438096e-03	4.443515e-02	0	0	4.951735e+00	2.682617e+01	CLDN11;CNN1;OXTR;OSR1;PAMR1
Cancer_Cell_Line_Encyclopedia	COV644 OVARY	6/153	4.443515e-03	4.443515e-02	0	0	4.134862e+00	2.239569e+01	KIT;ESYT3;IGFALS;MSLN;MATN3;SLC7A2
Cancer_Cell_Line_Encyclopedia	CL40 LARGE INTESTINE	7/210	5.295012e-03	5.134322e-02	0	0	3.501340e+00	1.835049e+01	ACE2;CEACAM5;C2ORF88;PHGR1;AQP7;AGR3;SLC26A3
Cancer_Cell_Line_Encyclopedia	JMSU1 URINARY TRACT	4/70	5.319900e-03	5.134322e-02	0	0	6.102041e+00	3.195212e+01	CLDN11;OXTR;ANGPTL7;RYR3
Cancer_Cell_Line_Encyclopedia	KALS1 CENTRAL NERVOUS SYSTEM	4/70	5.319900e-03	5.134322e-02	0	0	6.102041e+00	3.195212e+01	CNN1;KCNMB1;GFRA1;ACTG2
Cancer_Cell_Line_Encyclopedia	CAL148 BREAST	7/215	6.004204e-03	5.618995e-02	0	0	3.416301e+00	1.747539e+01	RTN4RL1;PADI2;CYP4B1;SOX11;A2ML1;DEGS2;SPDEF
Cancer_Cell_Line_Encyclopedia	CORL311 LUNG	9/329	6.018803e-03	5.618995e-02	0	0	2.868455e+00	1.466603e+01	TMEM132C;TTYH1;KIT;CACNA2D2;SOX11;PAK3;RCOR2;POU4F1;HS3ST4
Cancer_Cell_Line_Encyclopedia	EFM192A BREAST	6/163	6.025187e-03	5.618995e-02	0	0	3.869525e+00	1.978027e+01	ZHX1-C8ORF76;TTYH1;KCNMB1;ERBB2;ACTG2;SPDEF
Cancer_Cell_Line_Encyclopedia	ONCODG1 OVARY	6/164	6.203263e-03	5.720787e-02	0	0	3.844839e+00	1.954208e+01	FAT2;SOSTDC1;BBOX1;SOX11;RNF150;SERPINA5
Cancer_Cell_Line_Encyclopedia	KELLY AUTONOMIC GANGLIA	8/273	6.331930e-03	5.775276e-02	0	0	3.071541e+00	1.554860e+01	NKAIN1;TMEM132C;CACNA2D2;SOX11;RCOR2;SLC6A2;HS3ST4;RERG
Cancer_Cell_Line_Encyclopedia	BICR56 UPPER AERODIGESTIVE TRACT	7/221	6.946292e-03	6.266764e-02	0	0	3.319500e+00	1.649641e+01	PER1;GABRP;KRT17;KRT16;A2ML1;PI3;CLCA4
Cancer_Cell_Line_Encyclopedia	HS571T OVARY	7/222	7.113398e-03	6.333721e-02	0	0	3.303892e+00	1.634031e+01	CLDN11;PPP1R14A;OSR1;ATOH8;PADI2;GDF5;PAMR1
Cancer_Cell_Line_Encyclopedia	HSC4 UPPER AERODIGESTIVE TRACT	5/120	7.173130e-03	6.333721e-02	0	0	4.389075e+00	2.167068e+01	KRT16;FAT2;SOSTDC1;BBOX1;KRT5
Cancer_Cell_Line_Encyclopedia	KYSE270 OESOPHAGUS	5/122	7.678937e-03	6.708966e-02	0	0	4.313609e+00	2.100415e+01	IRX1;KCNQ4;ESYT3;KRT5;IL12RB2
Cancer_Cell_Line_Encyclopedia	NCCSTCK140 STOMACH	8/283	7.794644e-03	6.739120e-02	0	0	2.958333e+00	1.436069e+01	ACE2;WNT6;INPP5J;BBOX1;DSG1;A2ML1;TP63;RYR3
Cancer_Cell_Line_Encyclopedia	HS578T BREAST	5/125	8.483416e-03	7.123269e-02	0	0	4.205128e+00	2.005696e+01	CNN1;OXTR;NXPH3;GRPR;ACTG2
Cancer_Cell_Line_Encyclopedia	SCC4 UPPER AERODIGESTIVE TRACT	4/80	8.496429e-03	7.123269e-02	0	0	5.296455e+00	2.525408e+01	FAT2;A2ML1;KRT5;EGFR
Cancer_Cell_Line_Encyclopedia	HS939T SKIN	4/80	8.496429e-03	7.123269e-02	0	0	5.296455e+00	2.525408e+01	SCUBE2;ST8SIA1;SOX10;ROPN1
Cancer_Cell_Line_Encyclopedia	ABC1 LUNG	4/81	8.869378e-03	7.361584e-02	0	0	5.227405e+00	2.470028e+01	WNT6;GABRP;RTN4RL1;VGLL1
Cancer_Cell_Line_Encyclopedia	HCC95 LUNG	5/127	9.051064e-03	7.418237e-02	0	0	4.135771e+00	1.945828e+01	TPRG1;FAT2;SOSTDC1;KRT5;TP63
Cancer_Cell_Line_Encyclopedia	MELHO SKIN	6/178	9.116387e-03	7.418237e-02	0	0	3.529369e+00	1.657985e+01	SCUBE2;ST8SIA1;FABP7;SOX10;ROPN1;IL12RB2
Cancer_Cell_Line_Encyclopedia	TT THYROID	12/549	9.433928e-03	7.602097e-02	0	0	2.289671e+00	1.067775e+01	SAMD5;EDN3;TMEM63C;CEACAM5;GP2;DACT2;CACNA2D2;RGS11;PAK3;STK32B;BAIAP3;SYT17
Cancer_Cell_Line_Encyclopedia	HPAFII PANCREAS	5/129	9.644414e-03	7.625715e-02	0	0	4.068652e+00	1.888414e+01	CEACAM5;CNGA1;GRPR;SERPINA5;BAIAP3
Cancer_Cell_Line_Encyclopedia	PC3 PROSTATE	4/83	9.646988e-03	7.625715e-02	0	0	5.094549e+00	2.364436e+01	TFF1;PI3;GRPR;SYT9
Cancer_Cell_Line_Encyclopedia	KPL1 BREAST	5/130	9.950895e-03	7.791739e-02	0	0	4.035897e+00	1.860586e+01	SCUBE2;GFRA1;TFF1;SLC7A2;SPDEF
Cancer_Cell_Line_Encyclopedia	NCIH2052 PLEURA	4/84	1.005187e-02	7.797247e-02	0	0	5.030612e+00	2.314080e+01	IRX1;OXTR;SYT9;GDF5
Cancer_Cell_Line_Encyclopedia	G402 SOFT TISSUE	6/183	1.036104e-02	7.962648e-02	0	0	3.428796e+00	1.566858e+01	GABRP;NXPH3;TTYH1;OSR1;COL11A2;SOSTDC1
Cancer_Cell_Line_Encyclopedia	OVKATE OVARY	7/240	1.065841e-02	8.085356e-02	0	0	3.045854e+00	1.383246e+01	NIPSNAP3B;RARRES1;BBOX1;SOSTDC1;MSLN;LEMD1;SERPINA5
Cancer_Cell_Line_Encyclopedia	NCIN87 STOMACH	4/86	1.089434e-02	8.085356e-02	0	0	4.907417e+00	2.217913e+01	ERBB2;A2ML1;MSLN;LEMD1
Cancer_Cell_Line_Encyclopedia	LN229 CENTRAL NERVOUS SYSTEM	3/46	1.090603e-02	8.085356e-02	0	0	6.996931e+00	3.161521e+01	FABP7;SOX10;ROPN1
Cancer_Cell_Line_Encyclopedia	GOS3 CENTRAL NERVOUS SYSTEM	5/133	1.091036e-02	8.085356e-02	0	0	3.940705e+00	1.780427e+01	IRX1;FABP7;CYP4B1;FMO2;RNF150
Cancer_Cell_Line_Encyclopedia	HT55 LARGE INTESTINE	6/186	1.116330e-02	8.178838e-02	0	0	3.371134e+00	1.515367e+01	SAMD5;ACE2;TPSG1;CEACAM5;PHGR1;SLC26A3
Cancer_Cell_Line_Encyclopedia	ES2 OVARY	4/87	1.133212e-02	8.178838e-02	0	0	4.848045e+00	2.171979e+01	TSLP;GRPR;PAMR1;CXCL5
Cancer_Cell_Line_Encyclopedia	SNU61 LARGE INTESTINE	4/87	1.133212e-02	8.178838e-02	0	0	4.848045e+00	2.171979e+01	SAMD5;PHGR1;CNGA1;AGR3
Cancer_Cell_Line_Encyclopedia	OVK18 OVARY	6/188	1.172196e-02	8.357522e-02	0	0	3.333749e+00	1.482282e+01	CLDN11;MYOC;KIT;BBOX1;RGS11;RCOR2
Cancer_Cell_Line_Encyclopedia	MPP89 PLEURA	4/88	1.178109e-02	8.357522e-02	0	0	4.790087e+00	2.127402e+01	CNN1;OXTR;GFRA1;ACTG2
Cancer_Cell_Line_Encyclopedia	SCC15 UPPER AERODIGESTIVE TRACT	4/89	1.224132e-02	8.507559e-02	0	0	4.733493e+00	2.084128e+01	KRT16;A2ML1;KRT5;PI3
Cancer_Cell_Line_Encyclopedia	BC3C URINARY TRACT	4/89	1.224132e-02	8.507559e-02	0	0	4.733493e+00	2.084128e+01	TPRG1;FAT2;KRT5;TP63
